taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
68FJY	Bauhinia rufa (Bong.) Steud.	68FJY	Bauhinia rufa (Bong.) Steud.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia rufa	68FJY	LC
4WNPN	Senecio vernonioides Sch.Bip.	4WKPQ	Senecio erubescens Aiton	1	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Senecio	7FJL	Senecio erubescens	4WKPQ	
6G3T3	Epidendrum patens Sw.	6G3T3	Epidendrum patens Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Epidendrum	8VXDM	Epidendrum patens	6G3T3	
899WQ	Tetrapterys salicifolia (A.Juss.) Nied.	8H4ST	Glicophyllum salicifolium (A.Juss.) R.F.Almeida	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Glicophyllum	8H527	Glicophyllum salicifolium	8H4ST	
L3X2	Bauhinia cupulata Benth.	L3X2	Bauhinia cupulata Benth.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia cupulata	L3X2	LC
7WH6M	Habenaria platydactyla Kraenzl.	3J3ZD	Habenaria leprieurii Rchb.f.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Habenaria	8VY2N	Habenaria leprieurii	3J3ZD	
3PWZY	Ipomoea sidifolia (Kunth) Choisy	59MNL	Turbina corymbosa (L.) Raf.	1	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Turbina	5THTL	Turbina corymbosa	59MNL	
6V2KK	Peperomia nitida Dahlst.	6V2KK	Peperomia nitida Dahlst.	5	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia nitida	6V2KK	
4JYX	Ficus L.	4JYX	Ficus L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Moraceae	CXM	Ficus	4JYX			
4GQXX	Phoradendron piperoides (Kunth) Trel.	4GQXX	Phoradendron piperoides (Kunth) Trel.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Santalales	3ZX	Viscaceae	626RG	Phoradendron	6NZT	Phoradendron piperoides	4GQXX	
6M2V	Petiveria L.	6M2V	Petiveria L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Petiveriaceae	62686	Petiveria	6M2V			
B3ST4	Buddleja brasiliensis J.Jacq. ex Spreng.	NN74	Buddleja perfoliata Kunth	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Scrophulariaceae	G5R	Buddleja	62H6F	Buddleja perfoliata	NN74	
4DY6J	Passiflora alata Curtis	4DY6J	Passiflora alata Curtis	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Passifloraceae	626DD	Passiflora	6JGB	Passiflora alata	4DY6J	
9CN4D	Acacia plumosa Colla	6VKMY	Piptadenia trisperma (Vell.) Benth.	1	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Piptadenia	9CLPM	Piptadenia trisperma	6VKMY	
38NB2	Eclipta prostrata (L.) L.	38NB2	Eclipta prostrata (L.) L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Eclipta	49T3	Eclipta prostrata	38NB2	LC
6429	Niedenzuella W.R.Anderson	6429	Niedenzuella W.R.Anderson	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Niedenzuella	6429			
369N	Austrocritonia R.M.King & H.Rob.	369N	Austrocritonia R.M.King & H.Rob.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Austrocritonia	369N			
6X6SL	Rhodocalyx riedelii (Müll.Arg.) J.F.Morales, M.E.Endress & Liede	6X6SL	Rhodocalyx riedelii (Müll.Arg.) J.F.Morales, M.E.Endress & Liede	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Rhodocalyx	794C	Rhodocalyx riedelii	6X6SL	
7VY8Z	Ipomoea tubata Nees	7VXZM	Ipomoea sidifolia Schrad.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea sidifolia	7VXZM	
462FL	Nectandra lanceolata Nees & Mart. ex Nees	462FL	Nectandra lanceolata Nees & Mart. ex Nees	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB	Nectandra	5Y73	Nectandra lanceolata	462FL	LC
8W4YM	Pera Mutis	8W4YM	Pera Mutis	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Peraceae	RCWB3	Pera	8W4YM			
3XYCT	Maranta incrassata L.Andersson	3XYCT	Maranta incrassata L.Andersson	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Zingiberales	4C2	Marantaceae	624K3	Maranta	8VZ5V	Maranta incrassata	3XYCT	
8RZ9	Acalypha gracilis Spreng.	8RZ9	Acalypha gracilis Spreng.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Acalypha	8VT5Y	Acalypha gracilis	8RZ9	
62S56	Erythroxylum Browne	62S56	Erythroxylum Browne	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Erythroxylaceae	9VH	Erythroxylum	62S56			
6462K	Struthanthus Mart.	6462K	Struthanthus Mart.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Santalales	3ZX	Loranthaceae	C7D	Struthanthus	6462K			
53KBG	Syagrus oleracea (Mart.) Becc.	53KBG	Syagrus oleracea (Mart.) Becc.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Arecales	QY	Arecaceae	6234D	Syagrus	8W3WV	Syagrus oleracea	53KBG	LC
6NWPG	Lantana trifolia L.	6NWPG	Lantana trifolia L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Lantana	99F9H	Lantana trifolia	6NWPG	
8T2BR	Tassadia subulata (Vell.) Fontella & E.A.Schwarz	8TKFF	Orthosia subulata (Vell.) Liede & Meve	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Orthosia	63GXJ	Orthosia subulata	8TKFF	
3ZWNG	Merremia umbellata (L.) Hallier fil.	5X8QW	Camonea umbellata (L.) A.R.Simões & Staples	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Camonea	62L42	Camonea umbellata	5X8QW	
4X2JV	Setaria poiretiana (Schult.) Kunth	4X2JV	Setaria poiretiana (Schult.) Kunth	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Setaria	8W3JT	Setaria poiretiana	4X2JV	
BMKYL	Ruellia macrantha (Nees) Hiern	BMKYL	Ruellia macrantha (Nees) Hiern	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Ruellia	63RJB	Ruellia macrantha	BMKYL	
ZQ3Y	Croton floribundus Spreng.	ZQ3Y	Croton floribundus Spreng.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton floribundus	ZQ3Y	
4QZQ6	Qualea parviflora Mart.	4QZQ6	Qualea parviflora Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Vochysiaceae	HV2	Qualea	76DR	Qualea parviflora	4QZQ6	
62WJ5	Ilex L.L.	62WJ5	Ilex L.L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Aquifoliales	QG	Aquifoliaceae	6LY	Ilex	62WJ5			
4Y2M3	Solanum granulosoleprosum Dunal	4Y2M3	Solanum granulosoleprosum Dunal	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solanum	63SD9	Solanum granulosoleprosum	4Y2M3	LC
8W3HF	Sebastiania Spreng.	8W3HF	Sebastiania Spreng.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Sebastiania	8W3HF			
7WDBC	Ocotea odorifera (Vell.) Rohwer	7W8FH	Mespilodaphne quixos (Lam.) Rohwer	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB	Mespilodaphne	7PNVW	Mespilodaphne quixos	7W8FH	
34R4R	Dendropanax cuneatus (DC.) Decne. & Planch.	34R4R	Dendropanax cuneatus (DC.) Decne. & Planch.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Apiales	B7VXH	Araliaceae	B7VYB	Dendropanax	8VWTD	Dendropanax cuneatus	34R4R	LC
595R8	Triumfetta semitriloba Jacq.	595R8	Triumfetta semitriloba Jacq.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Triumfetta	82N4	Triumfetta semitriloba	595R8	LC
69FF9	Cattleya cernua (Lindl.) Van den Berg	69FF9	Cattleya cernua (Lindl.) Van den Berg	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Cattleya	8VW29	Cattleya cernua	69FF9	
76L74	Pentacalia desiderabilis (Velloso) Cuatrec.	76L74	Pentacalia desiderabilis (Velloso) Cuatrec.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Pentacalia	6KQ5	Pentacalia desiderabilis	76L74	
764ZT	Parodiolyra micrantha (Kunth) Davidse & Zuloaga	9V568	Taquara micrantha (Kunth) I.L.C.Oliveira & R.P.Oliveira	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Taquara	9K444	Taquara micrantha	9V568	
629T3	Amorimia W.R.Anderson	629T3	Amorimia W.R.Anderson	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Amorimia	629T3			
9CM5R	Swartzia Schreb.	9CM5R	Swartzia Schreb.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Swartzia	9CM5R			
6N6D	Phenax Wedd.	6N6D	Phenax Wedd.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Urticaceae	HQS	Phenax	6N6D			
6GSYX	Esenbeckia febrifuga (A.St.-Hil.) A.Juss. ex Mart.	6GSYX	Esenbeckia febrifuga (A.St.-Hil.) A.Juss. ex Mart.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Rutaceae	626WT	Esenbeckia	62RDJ	Esenbeckia febrifuga	6GSYX	
4TJMG	Rubus brasiliensis Mart.	CRDY4	Rubus neobrasiliensis Espinel-Ortiz, Böhnert, Romol. & Weigend	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Rosaceae	FTK	Rubus	643JJ	Rubus neobrasiliensis	CRDY4	
QDCQ	Campomanesia guaviroba (DC.) Kiaersk.	QDCP	Campomanesia guaviroba (DC.) Bertoni	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Campomanesia	3GG9	Campomanesia guaviroba	QDCP	
349GH	Dasyphyllum vagans (Gardner) Cabrera	349GH	Dasyphyllum vagans (Gardner) Cabrera	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Dasyphyllum	423X	Dasyphyllum vagans	349GH	
5WH5	Myrcia DC. ex Guill.	5WH5	Myrcia DC. ex Guill.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Myrcia	5WH5			
3M24	Chamaeranthemum Nees	3M24	Chamaeranthemum Nees	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Chamaeranthemum	3M24			
6F4HB	Elephantopus mollis Kunth	6F4HB	Elephantopus mollis Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Elephantopus	632HF	Elephantopus mollis	6F4HB	
3PPJ5	Inga cylindrica (Vell.) Mart.	3PPJ5	Inga cylindrica (Vell.) Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Inga	9CL35	Inga cylindrica	3PPJ5	LC
374KN	Dolichandra unguis-cati (L.) L.G.Lohmann	374KN	Dolichandra unguis-cati (L.) L.G.Lohmann	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Dolichandra	6336K	Dolichandra unguis-cati	374KN	
8RTV	Acalypha communis Müll.Arg.	8RTV	Acalypha communis Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Acalypha	8VT5Y	Acalypha communis	8RTV	
N8RG	Bredemeyera floribunda Willd.	N8RG	Bredemeyera floribunda Willd.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Polygalaceae	627KC	Bredemeyera	3CY8	Bredemeyera floribunda	N8RG	LC
62332	Acanthaceae Juss.	62332	Acanthaceae Juss.	2	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332					
8X853	Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo	4G7VW	Philodendron bipinnatifidum Schott ex Endl.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Alismatales	62287	Araceae	6M4	Philodendron	8W2BX	Philodendron bipinnatifidum	4G7VW	
7XLWQ	Oncidium pumilum Lindl.	7D2K5	Trichocentrum pumilum (Lindl.) M.W.Chase & N.H.Williams	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Trichocentrum	8W4BM	Trichocentrum pumilum	7D2K5	
64L7J	Acmella brachyglossa Cass.	64L7J	Acmella brachyglossa Cass.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Acmella	N37	Acmella brachyglossa	64L7J	
3CVSJ	Euploca procumbens (Mill.) Diane & Hilger	3CVSJ	Euploca procumbens (Mill.) Diane & Hilger	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Boraginales	TW	Heliotropiaceae	6253L	Euploca	4GDN	Euploca procumbens	3CVSJ	LC
55G6Y	Terminalia glabrescens Mart.	55G6Y	Terminalia glabrescens Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Combretaceae	8GM	Terminalia	647GM	Terminalia glabrescens	55G6Y	
345V	Aspilia Thouars	345V	Aspilia Thouars	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Aspilia	345V			
4ZSSF	Stemodia verticillata (Mill.) Hassl.	4ZSSF	Stemodia verticillata (Mill.) Hassl.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Plantaginaceae	6262K	Stemodia	7MCB	Stemodia verticillata	4ZSSF	
4WP8K	Senna cernua (Balb.) H.S.Irwin & Barneby	4WP8K	Senna cernua (Balb.) H.S.Irwin & Barneby	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna cernua	4WP8K	
6JPH	Paullinia L.	6JPH	Paullinia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Paullinia	6JPH			
9VH	Erythroxylaceae Kunth	9VH	Erythroxylaceae Kunth	1	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Erythroxylaceae	9VH					
5WFZL	Bauhinia longifolia (Bong.) Steud.	5WFZL	Bauhinia longifolia (Bong.) Steud.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia longifolia	5WFZL	LC
K7S3	Baccharis trinervis (Lam.) Pers.	K7S3	Baccharis trinervis (Lam.) Pers.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Baccharis	372Q	Baccharis trinervis	K7S3	DD
6K5W	Peixotoa A.Juss.	6K5W	Peixotoa A.Juss.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Peixotoa	6K5W			
ZQZM	Croton rottlerifolius Baill.	ZQZM	Croton rottlerifolius Baill.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton rottlerifolius	ZQZM	
349FF	Dasyphyllum brasiliense (Spreng.) Cabrera	349FF	Dasyphyllum brasiliense (Spreng.) Cabrera	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Dasyphyllum	423X	Dasyphyllum brasiliense	349FF	LC
3T76H	Leonurus japonicus Houtt.	V2PLY	Paraleonurus japonicus (Houtt.) M.L.Qian, Y.P.Chen & C.L.Xiang	1	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Paraleonurus	V2PF4	Paraleonurus japonicus	V2PLY	
7W5F3	Oncidium cebolleta (Jacq.) Sw.	7CQGX	Trichocentrum cebolleta (Jacq.) M.W.Chase & N.H.Williams	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Trichocentrum	8W4BM	Trichocentrum cebolleta	7CQGX	
VLMJ5	Talinum patens Juss.	54LM4	Talinum paniculatum (Jacq.) Gaertn.	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Talinaceae	GWJ	Talinum	7S7R	Talinum paniculatum	54LM4	
7FQ5C	Vernonanthura polyanthes (Spreng.) A.J.Vega & Dematt.	7FQ5C	Vernonanthura polyanthes (Spreng.) A.J.Vega & Dematt.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Vernonanthura	647MG	Vernonanthura polyanthes	7FQ5C	
VKZM	Cissus simsiana Roem. & Schult.	BRK87	Clematicissus pruinata (Weinm.) C.A.Zanotti & Panizza	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Clematicissus	3QT9	Clematicissus pruinata	BRK87	
LSHR	Bidens riparia Kunth	LSHR	Bidens riparia Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Bidens	62GF8	Bidens riparia	LSHR	
77F47	Phyllanthus klotzschianus Müll.Arg.	77F47	Phyllanthus klotzschianus Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Phyllanthaceae	RCXBV	Phyllanthus	8VSF4	Phyllanthus klotzschianus	77F47	
TKMT	Chamaeranthemum beyrichii Nees	TKMT	Chamaeranthemum beyrichii Nees	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Chamaeranthemum	3M24	Chamaeranthemum beyrichii	TKMT	
5BK63	Virola sebifera Aubl.	5BK63	Virola sebifera Aubl.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Magnoliales	3HL	Myristicaceae	D3Q	Virola	63VP2	Virola sebifera	5BK63	LC
6599K	Aegiphila lhotzkiana Cham.	658PP	Aegiphila verticillata Vell.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Aegiphila	8VTC4	Aegiphila verticillata	658PP	
5GGSC	Cissus erosa subsp. erosa	5GGSC	Cissus erosa subsp. erosa	1	SUBSPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus erosa	VKHQ	
64GNP	Acianthera aphthosa (Lindl.) Pridgeon & M.W.Chase	64GNP	Acianthera aphthosa (Lindl.) Pridgeon & M.W.Chase	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Acianthera	8VT74	Acianthera aphthosa	64GNP	
4WPV	Heteropterys Kunth	4WPV	Heteropterys Kunth	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Heteropterys	4WPV			
3S7LS	Lantana canescens Kunth	3S7LS	Lantana canescens Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Lantana	99F9H	Lantana canescens	3S7LS	
63RJB	Ruellia Plum. ex L.	63RJB	Ruellia Plum. ex L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Ruellia	63RJB			
3LCYG	Heteropterys dumetorum (Griseb.) Nied.	3LCYG	Heteropterys dumetorum (Griseb.) Nied.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Heteropterys	4WPV	Heteropterys dumetorum	3LCYG	
3BD9M	Erythrina dominguezii Hassl.	3BDCJ	Erythrina mulungu Mart. ex Benth.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Erythrina	9CKRG	Erythrina mulungu	3BDCJ	
6MFWS	Humiria balsamifera (Aubl.) A.St.-Hil.	6MFWS	Humiria balsamifera (Aubl.) A.St.-Hil.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Humiriaceae	B6W	Humiria	636YC	Humiria balsamifera	6MFWS	
4M7DQ	Pouteria brachyandra (Aubrév. & Pellegr.) T.D.Penn.	CDMP7	Lucuma brachyandra (Aubrév. & Pellegr.) Swenson	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Ericales	625QY	Sapotaceae	SMQQD	Lucuma	8WHDB	Lucuma brachyandra	CDMP7	
56V8R	Tibouchina candolleana (DC.) Cogn.	4K93F	Pleroma candolleanum (DC.) Triana	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Melastomataceae	CK9	Pleroma	6SJD	Pleroma candolleanum	4K93F	
6JGB	Passiflora L.	6JGB	Passiflora L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Passifloraceae	626DD	Passiflora	6JGB			
499L7	Olyra latifolia L.	499L7	Olyra latifolia L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Olyra	8VZVJ	Olyra latifolia	499L7	
3SRG	Combretum Loefl.	3SRG	Combretum Loefl.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Combretaceae	8GM	Combretum	3SRG			
6N96S	Ipomoea indica (Burm.) Merr.	6N96S	Ipomoea indica (Burm.) Merr.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea indica	6N96S	
MWFX4	Croton rottleraefolius Baill.	ZQZM	Croton rottlerifolius Baill.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton rottlerifolius	ZQZM	
7KYL	Spigelia L.	7KYL	Spigelia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Loganiaceae	C5Z	Spigelia	7KYL			
3JJRL	Handroanthus heptaphyllus (Vell.) Mattos	3JJRL	Handroanthus heptaphyllus (Vell.) Mattos	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Handroanthus	4T83	Handroanthus heptaphyllus	3JJRL	LC
